Name,Row,Column,Label
A4_2X2_orthomosaic_T1.jpg,196,232,OUT
A4_2X2_orthomosaic_T1.jpg,196,699,OUT
A4_2X2_orthomosaic_T1.jpg,196,1166,Cage
A4_2X2_orthomosaic_T1.jpg,196,1632,Cage
A4_2X2_orthomosaic_T1.jpg,196,2099,Cage
A4_2X2_orthomosaic_T1.jpg,196,2566,Cage
A4_2X2_orthomosaic_T1.jpg,196,3032,OUT
A4_2X2_orthomosaic_T1.jpg,196,3499,OUT
A4_2X2_orthomosaic_T1.jpg,196,3966,Cage
A4_2X2_orthomosaic_T1.jpg,196,4432,Cage
A4_2X2_orthomosaic_T1.jpg,196,4899,Cage
A4_2X2_orthomosaic_T1.jpg,196,5366,OUT
A4_2X2_orthomosaic_T1.jpg,196,5832,OUT
A4_2X2_orthomosaic_T1.jpg,196,6299,Sed_turf
A4_2X2_orthomosaic_T1.jpg,196,6766,OUT
A4_2X2_orthomosaic_T1.jpg,591,232,OUT
A4_2X2_orthomosaic_T1.jpg,591,699,Phyma
A4_2X2_orthomosaic_T1.jpg,591,1166,Sed_turf
A4_2X2_orthomosaic_T1.jpg,591,1632,Sed_turf
A4_2X2_orthomosaic_T1.jpg,591,2099,Sed_turf
A4_2X2_orthomosaic_T1.jpg,591,2566,Sed_turf
A4_2X2_orthomosaic_T1.jpg,591,3032,Sed_turf
A4_2X2_orthomosaic_T1.jpg,591,3499,Sed_turf
A4_2X2_orthomosaic_T1.jpg,591,3966,Hal_sp
A4_2X2_orthomosaic_T1.jpg,591,4432,Lobo_enc
A4_2X2_orthomosaic_T1.jpg,591,4899,Sed_turf
A4_2X2_orthomosaic_T1.jpg,591,5366,OUT
A4_2X2_orthomosaic_T1.jpg,591,5832,OUT
A4_2X2_orthomosaic_T1.jpg,591,6299,Sed_turf
A4_2X2_orthomosaic_T1.jpg,591,6766,OUT
A4_2X2_orthomosaic_T1.jpg,986,232,OUT
A4_2X2_orthomosaic_T1.jpg,986,699,Sed_turf
A4_2X2_orthomosaic_T1.jpg,986,1166,Sed_turf
A4_2X2_orthomosaic_T1.jpg,986,1632,Sed_turf
A4_2X2_orthomosaic_T1.jpg,986,2099,Sed_turf
A4_2X2_orthomosaic_T1.jpg,986,2566,Sed_turf
A4_2X2_orthomosaic_T1.jpg,986,3032,Sed_turf
A4_2X2_orthomosaic_T1.jpg,986,3499,Hal_sp
A4_2X2_orthomosaic_T1.jpg,986,3966,Lobo_enc
A4_2X2_orthomosaic_T1.jpg,986,4432,Lobo_enc
A4_2X2_orthomosaic_T1.jpg,986,4899,Lobo_enc
A4_2X2_orthomosaic_T1.jpg,986,5366,Monti
A4_2X2_orthomosaic_T1.jpg,986,5832,Sed_turf
A4_2X2_orthomosaic_T1.jpg,986,6299,Sand
A4_2X2_orthomosaic_T1.jpg,986,6766,OUT
A4_2X2_orthomosaic_T1.jpg,1381,232,OUT
A4_2X2_orthomosaic_T1.jpg,1381,699,OUT
A4_2X2_orthomosaic_T1.jpg,1381,1166,Sed_turf
A4_2X2_orthomosaic_T1.jpg,1381,1632,Sed_turf
A4_2X2_orthomosaic_T1.jpg,1381,2099,Sed_turf
A4_2X2_orthomosaic_T1.jpg,1381,2566,Sand
A4_2X2_orthomosaic_T1.jpg,1381,3032,Sed_turf
A4_2X2_orthomosaic_T1.jpg,1381,3499,Lobo_enc
A4_2X2_orthomosaic_T1.jpg,1381,3966,Sed_turf
A4_2X2_orthomosaic_T1.jpg,1381,4432,Lobo_enc
A4_2X2_orthomosaic_T1.jpg,1381,4899,Monti
A4_2X2_orthomosaic_T1.jpg,1381,5366,OUT
A4_2X2_orthomosaic_T1.jpg,1381,5832,Sed_turf
A4_2X2_orthomosaic_T1.jpg,1381,6299,Sed_turf
A4_2X2_orthomosaic_T1.jpg,1381,6766,Cage
A4_2X2_orthomosaic_T1.jpg,1776,232,Sed_turf
A4_2X2_orthomosaic_T1.jpg,1776,699,Sed_turf
A4_2X2_orthomosaic_T1.jpg,1776,1166,Sed_turf
A4_2X2_orthomosaic_T1.jpg,1776,1632,Sed_turf
A4_2X2_orthomosaic_T1.jpg,1776,2099,Sed_turf
A4_2X2_orthomosaic_T1.jpg,1776,2566,Sed_turf
A4_2X2_orthomosaic_T1.jpg,1776,3032,Lobo_enc
A4_2X2_orthomosaic_T1.jpg,1776,3499,Lobo_enc
A4_2X2_orthomosaic_T1.jpg,1776,3966,Lobo_enc
A4_2X2_orthomosaic_T1.jpg,1776,4432,Lobo_enc
A4_2X2_orthomosaic_T1.jpg,1776,4899,Lobo_enc
A4_2X2_orthomosaic_T1.jpg,1776,5366,Hal_sp
A4_2X2_orthomosaic_T1.jpg,1776,5832,Sed_turf
A4_2X2_orthomosaic_T1.jpg,1776,6299,Sed_turf
A4_2X2_orthomosaic_T1.jpg,1776,6766,Sed_turf
A4_2X2_orthomosaic_T1.jpg,2171,232,Lobo_enc
A4_2X2_orthomosaic_T1.jpg,2171,699,Sed_turf
A4_2X2_orthomosaic_T1.jpg,2171,1166,Lobo_enc
A4_2X2_orthomosaic_T1.jpg,2171,1632,Lobo_enc
A4_2X2_orthomosaic_T1.jpg,2171,2099,Lobo_enc
A4_2X2_orthomosaic_T1.jpg,2171,2566,Lobo_enc
A4_2X2_orthomosaic_T1.jpg,2171,3032,Sed_turf
A4_2X2_orthomosaic_T1.jpg,2171,3499,Lobo_enc
A4_2X2_orthomosaic_T1.jpg,2171,3966,Sed_turf
A4_2X2_orthomosaic_T1.jpg,2171,4432,Sed_turf
A4_2X2_orthomosaic_T1.jpg,2171,4899,Sed_turf
A4_2X2_orthomosaic_T1.jpg,2171,5366,Sed_turf
A4_2X2_orthomosaic_T1.jpg,2171,5832,Sed_turf
A4_2X2_orthomosaic_T1.jpg,2171,6299,Sed_turf
A4_2X2_orthomosaic_T1.jpg,2171,6766,Pavona
A4_2X2_orthomosaic_T1.jpg,2566,232,Lobo_enc
A4_2X2_orthomosaic_T1.jpg,2566,699,Lobo_fol
A4_2X2_orthomosaic_T1.jpg,2566,1166,Lobo_enc
A4_2X2_orthomosaic_T1.jpg,2566,1632,Lobo_enc
A4_2X2_orthomosaic_T1.jpg,2566,2099,Lobo_enc
A4_2X2_orthomosaic_T1.jpg,2566,2566,Sed_turf
A4_2X2_orthomosaic_T1.jpg,2566,3032,Lobo_enc
A4_2X2_orthomosaic_T1.jpg,2566,3499,Lobo_enc
A4_2X2_orthomosaic_T1.jpg,2566,3966,Sed_turf
A4_2X2_orthomosaic_T1.jpg,2566,4432,Lobo_enc
A4_2X2_orthomosaic_T1.jpg,2566,4899,Lobo_enc
A4_2X2_orthomosaic_T1.jpg,2566,5366,Lobo_enc
A4_2X2_orthomosaic_T1.jpg,2566,5832,Acr_dig
A4_2X2_orthomosaic_T1.jpg,2566,6299,Sed_turf
A4_2X2_orthomosaic_T1.jpg,2566,6766,Por_mass
A4_2X2_orthomosaic_T1.jpg,2961,232,Lobo_enc
A4_2X2_orthomosaic_T1.jpg,2961,699,Sed_turf
A4_2X2_orthomosaic_T1.jpg,2961,1166,Sed_turf
A4_2X2_orthomosaic_T1.jpg,2961,1632,Lobo_enc
A4_2X2_orthomosaic_T1.jpg,2961,2099,Monti
A4_2X2_orthomosaic_T1.jpg,2961,2566,Sed_turf
A4_2X2_orthomosaic_T1.jpg,2961,3032,Sed_turf
A4_2X2_orthomosaic_T1.jpg,2961,3499,Phyma
A4_2X2_orthomosaic_T1.jpg,2961,3966,Lobo_enc
A4_2X2_orthomosaic_T1.jpg,2961,4432,Lobo_enc
A4_2X2_orthomosaic_T1.jpg,2961,4899,Sed_turf
A4_2X2_orthomosaic_T1.jpg,2961,5366,Sed_turf
A4_2X2_orthomosaic_T1.jpg,2961,5832,OUT
A4_2X2_orthomosaic_T1.jpg,2961,6299,Monti
A4_2X2_orthomosaic_T1.jpg,2961,6766,Sed_turf
A4_2X2_orthomosaic_T1.jpg,3356,232,OUT
A4_2X2_orthomosaic_T1.jpg,3356,699,Lobo_enc
A4_2X2_orthomosaic_T1.jpg,3356,1166,Lobo_enc
A4_2X2_orthomosaic_T1.jpg,3356,1632,Lobo_enc
A4_2X2_orthomosaic_T1.jpg,3356,2099,Sed_turf
A4_2X2_orthomosaic_T1.jpg,3356,2566,Lobo_enc
A4_2X2_orthomosaic_T1.jpg,3356,3032,Sed_turf
A4_2X2_orthomosaic_T1.jpg,3356,3499,Lobo_enc
A4_2X2_orthomosaic_T1.jpg,3356,3966,Phyma
A4_2X2_orthomosaic_T1.jpg,3356,4432,Lobo_enc
A4_2X2_orthomosaic_T1.jpg,3356,4899,Sed_turf
A4_2X2_orthomosaic_T1.jpg,3356,5366,Sed_turf
A4_2X2_orthomosaic_T1.jpg,3356,5832,Monti
A4_2X2_orthomosaic_T1.jpg,3356,6299,Monti
A4_2X2_orthomosaic_T1.jpg,3356,6766,Lobo_enc
A4_2X2_orthomosaic_T1.jpg,3751,232,OUT
A4_2X2_orthomosaic_T1.jpg,3751,699,Enc_cor
A4_2X2_orthomosaic_T1.jpg,3751,1166,Lobo_enc
A4_2X2_orthomosaic_T1.jpg,3751,1632,OUT
A4_2X2_orthomosaic_T1.jpg,3751,2099,Sed_turf
A4_2X2_orthomosaic_T1.jpg,3751,2566,Lobo_enc
A4_2X2_orthomosaic_T1.jpg,3751,3032,Sed_turf
A4_2X2_orthomosaic_T1.jpg,3751,3499,Lobo_enc
A4_2X2_orthomosaic_T1.jpg,3751,3966,Monti
A4_2X2_orthomosaic_T1.jpg,3751,4432,Por_mass
A4_2X2_orthomosaic_T1.jpg,3751,4899,Sed_turf
A4_2X2_orthomosaic_T1.jpg,3751,5366,Sed_turf
A4_2X2_orthomosaic_T1.jpg,3751,5832,Sed_turf
A4_2X2_orthomosaic_T1.jpg,3751,6299,Sed_turf
A4_2X2_orthomosaic_T1.jpg,3751,6766,Monti
A4_2X2_orthomosaic_T1.jpg,4146,232,Cage
A4_2X2_orthomosaic_T1.jpg,4146,699,Lobo_enc
A4_2X2_orthomosaic_T1.jpg,4146,1166,Sed_turf
A4_2X2_orthomosaic_T1.jpg,4146,1632,Lobo_enc
A4_2X2_orthomosaic_T1.jpg,4146,2099,Lobo_enc
A4_2X2_orthomosaic_T1.jpg,4146,2566,Sed_turf
A4_2X2_orthomosaic_T1.jpg,4146,3032,Lobo_enc
A4_2X2_orthomosaic_T1.jpg,4146,3499,Acr_dig
A4_2X2_orthomosaic_T1.jpg,4146,3966,Sed_turf
A4_2X2_orthomosaic_T1.jpg,4146,4432,Lobo_enc
A4_2X2_orthomosaic_T1.jpg,4146,4899,Sed_turf
A4_2X2_orthomosaic_T1.jpg,4146,5366,Pavona
A4_2X2_orthomosaic_T1.jpg,4146,5832,Pavona
A4_2X2_orthomosaic_T1.jpg,4146,6299,Monti
A4_2X2_orthomosaic_T1.jpg,4146,6766,Sed_turf
A4_2X2_orthomosaic_T1.jpg,4541,232,Sed_turf
A4_2X2_orthomosaic_T1.jpg,4541,699,Sed_turf
A4_2X2_orthomosaic_T1.jpg,4541,1166,Sed_turf
A4_2X2_orthomosaic_T1.jpg,4541,1632,Lobo_enc
A4_2X2_orthomosaic_T1.jpg,4541,2099,Phyma
A4_2X2_orthomosaic_T1.jpg,4541,2566,Sed_turf
A4_2X2_orthomosaic_T1.jpg,4541,3032,Sed_turf
A4_2X2_orthomosaic_T1.jpg,4541,3499,Sed_turf
A4_2X2_orthomosaic_T1.jpg,4541,3966,Monti
A4_2X2_orthomosaic_T1.jpg,4541,4432,Lobo_enc
A4_2X2_orthomosaic_T1.jpg,4541,4899,Sed_turf
A4_2X2_orthomosaic_T1.jpg,4541,5366,Sed_turf
A4_2X2_orthomosaic_T1.jpg,4541,5832,Pavona
A4_2X2_orthomosaic_T1.jpg,4541,6299,Sed_turf
A4_2X2_orthomosaic_T1.jpg,4541,6766,Sed_turf
A4_2X2_orthomosaic_T1.jpg,4936,232,OUT
A4_2X2_orthomosaic_T1.jpg,4936,699,Sed_turf
A4_2X2_orthomosaic_T1.jpg,4936,1166,Sed_turf
A4_2X2_orthomosaic_T1.jpg,4936,1632,Lobo_enc
A4_2X2_orthomosaic_T1.jpg,4936,2099,Sed_turf
A4_2X2_orthomosaic_T1.jpg,4936,2566,Lobo_enc
A4_2X2_orthomosaic_T1.jpg,4936,3032,Lobo_enc
A4_2X2_orthomosaic_T1.jpg,4936,3499,Lobo_enc
A4_2X2_orthomosaic_T1.jpg,4936,3966,Sed_turf
A4_2X2_orthomosaic_T1.jpg,4936,4432,Sed_turf
A4_2X2_orthomosaic_T1.jpg,4936,4899,Sed_turf
A4_2X2_orthomosaic_T1.jpg,4936,5366,Lobo_enc
A4_2X2_orthomosaic_T1.jpg,4936,5832,Lobo_enc
A4_2X2_orthomosaic_T1.jpg,4936,6299,Sed_turf
A4_2X2_orthomosaic_T1.jpg,4936,6766,Cage
A4_2X2_orthomosaic_T1.jpg,5331,232,OUT
A4_2X2_orthomosaic_T1.jpg,5331,699,Sed_turf
A4_2X2_orthomosaic_T1.jpg,5331,1166,Monti
A4_2X2_orthomosaic_T1.jpg,5331,1632,Por_rus
A4_2X2_orthomosaic_T1.jpg,5331,2099,OUT
A4_2X2_orthomosaic_T1.jpg,5331,2566,Monti
A4_2X2_orthomosaic_T1.jpg,5331,3032,Monti
A4_2X2_orthomosaic_T1.jpg,5331,3499,Lobo_enc
A4_2X2_orthomosaic_T1.jpg,5331,3966,Sed_turf
A4_2X2_orthomosaic_T1.jpg,5331,4432,Lobo_enc
A4_2X2_orthomosaic_T1.jpg,5331,4899,Lobo_enc
A4_2X2_orthomosaic_T1.jpg,5331,5366,Sed_turf
A4_2X2_orthomosaic_T1.jpg,5331,5832,Lobo_enc
A4_2X2_orthomosaic_T1.jpg,5331,6299,Lobo_enc
A4_2X2_orthomosaic_T1.jpg,5331,6766,Cage
A4_2X2_orthomosaic_T1.jpg,5726,232,OUT
A4_2X2_orthomosaic_T1.jpg,5726,699,OUT
A4_2X2_orthomosaic_T1.jpg,5726,1166,OUT
A4_2X2_orthomosaic_T1.jpg,5726,1632,OUT
A4_2X2_orthomosaic_T1.jpg,5726,2099,OUT
A4_2X2_orthomosaic_T1.jpg,5726,2566,OUT
A4_2X2_orthomosaic_T1.jpg,5726,3032,OUT
A4_2X2_orthomosaic_T1.jpg,5726,3499,OUT
A4_2X2_orthomosaic_T1.jpg,5726,3966,OUT
A4_2X2_orthomosaic_T1.jpg,5726,4432,OUT
A4_2X2_orthomosaic_T1.jpg,5726,4899,OUT
A4_2X2_orthomosaic_T1.jpg,5726,5366,Sed_turf
A4_2X2_orthomosaic_T1.jpg,5726,5832,Sed_turf
A4_2X2_orthomosaic_T1.jpg,5726,6299,Lobo_enc
A4_2X2_orthomosaic_T1.jpg,5726,6766,Cage
